GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0037290	69.6307607595817	2.12237979562018	0.211621258877156	10.0291426621378	1.13497792996554e-23	2.28341722607719e-21	chr3R	4965444	4968485	+	protein_coding	CG1124
FBgn0016715	138.411376147527	-1.83167310263397	0.182678217062919	-10.0267734822652	1.1625350618243e-23	2.28570245905501e-21	chr3L	605164	606569	-	protein_coding	Reg-2
FBgn0039109	456.001011959663	-1.24228084458874	0.124338838270571	-9.99109258110839	1.66733712723402e-23	3.20536299726699e-21	chr3R	23723330	23731499	+	protein_coding	CG10365
FBgn0063649	584.060230873279	-1.14431181109192	0.119479461626396	-9.57747712883158	9.94443298358987e-22	1.87020195089209e-19	chr3R	16154981	16171766	+	protein_coding	CG6006
FBgn0038149	1018.14231283321	1.00595741820742	0.105229359932306	9.5596648963232	1.18138602184952e-21	2.12920218229588e-19	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0032405	78.4903385256246	1.87437640513901	0.199330629148706	9.40335367998398	5.28510737647922e-21	9.33091100284117e-19	chr2L	12063456	12066775	-	protein_coding	firl
FBgn0053307	1010.98028776145	-1.29011220940109	0.137642948341	-9.37288996603688	7.05731836261899e-21	1.22105722310034e-18	chr2L	13839261	13841520	-	protein_coding	CG33307
FBgn0260011	88.6331651653228	1.8158326623614	0.194370016607102	9.34214388648176	9.4402902455735e-21	1.60133237087169e-18	chr2L	14047581	14048863	+	protein_coding	NimC4
FBgn0001137	453.066330601041	-1.2524219667122	0.13417450578782	-9.33427672685257	1.0168310676138e-20	1.69165491652443e-18	chr2L	8431085	8433598	-	protein_coding	grk
FBgn0259715	786.375853648377	-1.54813757083222	0.166448188223485	-9.30101785640094	1.39107525805107e-20	2.27060227498109e-18	chr2L	6395852	6397249	-	protein_coding	CG42369
FBgn0261584	177.84495299026	-1.70329563724252	0.185453892177981	-9.18446961257551	4.13560294086929e-20	6.50492746208369e-18	chr2R	22941876	22945147	+	protein_coding	CG42694
FBgn0001225	408.564940985345	1.20994275847243	0.131924821445935	9.17145647961548	4.66670487476184e-20	7.20922569135083e-18	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0031322	393.266829304385	-1.30853897751673	0.142853798256615	-9.15998729810554	5.19034262771048e-20	7.87748317058305e-18	chr2L	1185756	1196807	+	protein_coding	CG5001
FBgn0024315	91.0209207850807	-1.78566025776961	0.195022212922886	-9.15618908742299	5.37624110986145e-20	8.01894169679507e-18	chr2R	16655322	16667675	-	protein_coding	Picot
FBgn0033367	15104.0088463228	1.25373226576293	0.141245217445185	8.8762811827557	6.91329419655174e-19	9.64627549909179e-17	chr2R	9042260	9044709	-	protein_coding	PPO2
FBgn0002868	111.797258434109	-1.66092913088615	0.188185979281818	-8.82599828757073	1.08487687667493e-18	1.48972537462141e-16	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0000406	263.086148623517	-1.64804400421648	0.188265382426683	-8.75383452323361	2.0622340673738e-18	2.78756045575792e-16	chr2L	16788773	16790721	-	protein_coding	Cyt-b5-r
FBgn0039257	568.174632091314	-1.018099038824	0.117363277183012	-8.67476661576529	4.14399465029339e-18	5.51533811072124e-16	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0036985	1903.93933139776	-1.20366613190918	0.13924287548593	-8.64436422839318	5.41057072685504e-18	7.09194656939741e-16	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0265276	151.2594530435	1.53520578044744	0.177871100482496	8.63100175510817	6.08169507834269e-18	7.7371682533445e-16	chr3R	11765037	11779128	-	protein_coding	l(3)neo38
FBgn0063498	325.89377303059	-1.22029709133621	0.145016359548706	-8.41489260338487	3.93255032556564e-17	4.66034148855731e-15	chr2R	18399485	18400375	+	protein_coding	GstE2
FBgn0032004	957.687599856007	-1.07962351322666	0.129087001027327	-8.36353393164747	6.08670113007757e-17	7.11568263193257e-15	chr2L	8216850	8218017	-	protein_coding	CG8292
FBgn0267992	391.831546479157	-1.5152638651361	0.181528568266846	-8.347247376009	6.98722718760463e-17	8.05953365332902e-15	chr2L	500872	502236	-	ncRNA	lncRNA:CR46259
FBgn0033635	2555.50758920745	1.07742629179584	0.129112793014126	8.34484536073787	7.13071280790706e-17	8.11681532910579e-15	chr2R	11436242	11442216	+	protein_coding	Prip
FBgn0031327	754.77772544817	1.10540627203241	0.132817306272095	8.32275780211824	8.59399367547509e-17	9.65540769955e-15	chr2L	1240035	1243018	+	protein_coding	CG5397
FBgn0051642	105.814150926438	1.55660171252941	0.188547065910222	8.25577266352475	1.50922655494133e-16	1.67388704189711e-14	chr2L	6118511	6120522	+	protein_coding	CG31642
FBgn0030041	83.4773128346127	-1.80867124503601	0.219768405381229	-8.22989656724558	1.87375165670066e-16	2.05187665596422e-14	chrX	8467442	8469012	-	protein_coding	CG12116
FBgn0039479	172.821357539012	1.29487694823172	0.158343738832049	8.17763277400665	2.89474385959135e-16	3.09165791720059e-14	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0263232	301.536196788606	1.16272451577038	0.143169363014856	8.12132212706519	4.61132290368357e-16	4.80633186021284e-14	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0037153	131.082272175729	1.43571983299696	0.17758145919908	8.08485209814292	6.22396822145135e-16	6.4099463194971e-14	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0034885	161.413779412121	1.33897671578603	0.169470258029281	7.90095401610045	2.76776755729162e-15	2.75217898139423e-13	chr2R	23607591	23614710	-	protein_coding	Eglp4
FBgn0034389	114.90357820749	-1.53727060250087	0.196525223347799	-7.82225597464553	5.18849677297608e-15	5.04333545876585e-13	chr2R	18761757	18774824	+	protein_coding	Mctp
FBgn0000116	643.215027620601	1.06963000709975	0.138183880197709	7.74062796304	9.89269801308851e-15	9.5090811679143e-13	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0023549	188.177773216398	-1.27280363004161	0.175008561706918	-7.2728077851022	3.52091157922109e-13	3.07670768402441e-11	chrX	2189187	2205373	+	protein_coding	Mct1
FBgn0261284	51.4229233597556	1.55027915092309	0.217822837975072	7.11715615008423	1.10176642788881e-12	8.82535311820939e-11	chrX	6986485	6987188	+	protein_coding	bou
FBgn0052625	150.210306514425	1.28951068202496	0.18168043473145	7.09768602178346	1.26862989187683e-12	9.97719744966041e-11	chrX	13756163	13756826	-	protein_coding	CG32625
FBgn0038528	155.784873264201	1.1995548516263	0.169253971395636	7.08730697268133	1.36746837514591e-12	1.06576296517002e-10	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0050463	43.1612480103141	1.58320078423284	0.224794332911672	7.04288566231304	1.88298742001323e-12	1.41649775395952e-10	chr2R	16673234	16732916	-	protein_coding	Pgant9
FBgn0000567	253.932072621603	-1.08652845520361	0.155092673731967	-7.00567234453227	2.45802550091077e-12	1.7869225721327e-10	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0034438	73.6477679784184	1.40502198833389	0.200895845260329	6.99378320399409	2.67570926647182e-12	1.92896340535398e-10	chr2R	19367247	19373702	-	protein_coding	CG9416
FBgn0038198	62.108502781896	1.52384478995801	0.218684463953004	6.96823524823184	3.20941250722885e-12	2.29459732231709e-10	chr3R	14089516	14092425	+	protein_coding	Npc2b
FBgn0043364	1143.9544715076	-1.00802550082413	0.146693930663358	-6.87162376974824	6.34751834117741e-12	4.32380954090754e-10	chr2L	476445	479688	-	protein_coding	cbt
FBgn0037646	40.5200264626335	-1.55347358540958	0.229794816509253	-6.76026382582494	1.37740689062203e-11	9.02723258391757e-10	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0034718	488.368539791061	1.14232820526764	0.169066492895015	6.75668008312557	1.4118946582499e-11	9.18368472821045e-10	chr2R	22298213	22311937	-	protein_coding	wdp
FBgn0031703	88.7187395957919	-1.38802109819591	0.205892639157065	-6.74147994740624	1.56781376642497e-11	9.9001145206879e-10	chr2L	5339131	5342234	-	protein_coding	CG12512
FBgn0033065	29.7436358354011	1.55540099301192	0.233144633521716	6.67139950646575	2.5337543139289e-11	1.5328327671188e-09	chr2R	6173683	6176195	+	protein_coding	Cyp6w1
FBgn0024984	117.679403305754	1.16854208073596	0.176685300460769	6.6136915617121	3.74852370324763e-11	2.20601894944185e-09	chrX	2187819	2188919	+	protein_coding	CG3457
FBgn0031547	266.309775541423	-1.17437542990385	0.181251654902065	-6.47925355792416	9.21774884418281e-11	4.98392157818909e-09	chr2L	3522520	3524056	-	protein_coding	Sr-CIV
FBgn0267635	176.565094178472	1.04541428428749	0.164584570302434	6.3518365200728	2.12759368270664e-10	1.08910135793462e-08	chr3L	20404269	20407558	+	ncRNA	lncRNA:CR45973
FBgn0033775	46.2344311814749	1.38565991302319	0.218750030058497	6.33444444625968	2.38197973519135e-10	1.20505887070996e-08	chr2R	12840812	12842558	-	protein_coding	Cyp9h1
FBgn0033724	152.113964994451	1.14788215544037	0.184501672784496	6.22152709033231	4.92339126864469e-10	2.34023394862886e-08	chr2R	12383044	12384520	+	protein_coding	CG8501
FBgn0035344	76.8633213284638	-1.23402836589919	0.199401163366638	-6.18867184656382	6.06732401660575e-10	2.82195806815357e-08	chr3L	2476258	2478448	-	protein_coding	Cyp4d20
FBgn0267252	106.908419399831	-1.13177392168342	0.183522676403029	-6.16694320214665	6.96227511974923e-10	3.20375755643354e-08	chr2L	9256562	9302494	+	protein_coding	Ggamma30A
FBgn0032638	127.181816828965	-1.15002530639955	0.187382463154419	-6.13731555792299	8.3927572047663e-10	3.76195557401209e-08	chr2L	17454262	17455923	-	protein_coding	SPH93
FBgn0031258	144.272042695933	-1.08186861046657	0.17852918585596	-6.05989774321515	1.36208112794988e-09	5.92128836075098e-08	chr2L	458875	472200	-	protein_coding	CG4297
FBgn0033782	157.571372881534	-1.09182366835766	0.181462314304748	-6.01680669918078	1.7789129095467e-09	7.61850276261808e-08	chr2R	12924566	12930644	+	protein_coding	sug
FBgn0039640	72.4661209150608	-1.24112423686587	0.208136540271524	-5.96302905413323	2.47604374347303e-09	1.02981992426852e-07	chr3R	29138661	29145787	+	protein_coding	CG14516
FBgn0035727	67.8155455971664	1.20871123270425	0.203291928728629	5.94569218888045	2.75291037143261e-09	1.12336922751243e-07	chr3L	6971578	6972467	-	protein_coding	CG10063
FBgn0030598	37.7032368701724	1.33799527973505	0.226786136448229	5.89981072339706	3.63918810809177e-09	1.45752853347694e-07	chrX	14919251	14923493	-	protein_coding	CG9503
FBgn0263041	109.590839178953	-1.20128813138578	0.207603337451478	-5.78645866744101	7.18857642240819e-09	2.75169799248908e-07	chr3R	15637167	15638181	+	protein_coding	CG43336
FBgn0020248	35.9047135379435	1.26582064184543	0.225988113903046	5.60127088094774	2.1278590946545e-08	7.51351388892085e-07	chr3L	1475437	1489547	-	protein_coding	stet
FBgn0013680	77.348280515649	1.27402684137215	0.229637354008996	5.54799478016212	2.88964501677547e-08	1.00799673548889e-06	chrM	239	1263	+	protein_coding	mt:ND2
FBgn0000079	158.98640027863	-1.00041327577908	0.181647125550324	-5.50745448213507	3.64059501483916e-08	1.25979149893494e-06	chr2R	17118635	17120303	-	protein_coding	Amy-p
FBgn0013688	23.9087109850574	1.24412881391793	0.229174266867471	5.42874569175515	5.67514807616615e-08	1.9329018112958e-06	chrM	14130	14916	-	rRNA	mt:srRNA
FBgn0034391	66.0378425327785	1.1160812109401	0.207823163985162	5.37034077211811	7.85879960388497e-08	2.6048457997398e-06	chr2R	18783298	18794594	+	protein_coding	CG15080
FBgn0003447	37.2978097085874	1.21763957806074	0.227589921543496	5.35014718491404	8.78827270341784e-08	2.90180714340716e-06	chrX	7964023	7986601	+	protein_coding	sn
FBgn0039593	42.7449357068055	1.18715006926395	0.224793957730109	5.28105862475743	1.28439581072866e-07	4.16153863618488e-06	chr3R	28670703	28672021	+	protein_coding	Sid
FBgn0031548	53.8024794609611	-1.16789474525522	0.222729084951028	-5.24356639597389	1.57502094285198e-07	5.04648376911574e-06	chr2L	3525130	3527588	+	protein_coding	CG8852
FBgn0025836	86.1832446436104	-1.03223341637015	0.202212185807499	-5.10470430972352	3.31312152196962e-07	9.98669487336556e-06	chrX	127448	140340	+	protein_coding	RhoGAP1A
FBgn0039485	60.1810752444052	1.05316291595008	0.207366074014668	5.07876189947826	3.79902462696236e-07	1.12939388480589e-05	chr3R	27101229	27102917	+	protein_coding	CG17189
FBgn0265512	67.4374958700712	-1.15469420878454	0.229563220841671	-5.02996170096834	4.90577818753245e-07	1.41939421740278e-05	chr2R	10155915	10158931	-	protein_coding	mlt
FBgn0037223	24.4741471885672	-1.08504455912051	0.234309531086136	-4.63081699703299	3.64225689043444e-06	9.37772748784177e-05	chr3R	4243605	4245511	+	pseudogene	TwdlU
FBgn0037678	34.3091898550503	1.01401417329819	0.231516925766506	4.37987058588047	1.18749811537155e-05	0.000271773708890985	chr3R	9330884	9331885	-	protein_coding	CG16749
